,job-name,schedule,employment,education,experience,location,salary_max,salary_min
0,Мастер (прораб) по электромонтажным работам,Вахтовый метод,Полная занятость,Среднее профессиональное,3,Удмуртская республика,65000,45000
1,Подсобный рабочий,Полный рабочий день,Полная занятость,Среднее,0,Краснодарский край,18000,17055
2,Смотритель музейный,Полный рабочий день,Полная занятость,Не указано,0,Пермский край,16500,16500
0,Тракторист-машинист сельскохозяйственного производства,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Краснодарский край,50000,25000
1,главный агроном,Полный рабочий день,Полная занятость,Высшее,5,Краснодарский край,90970,72200
2,Бармен,Сменный график,Полная занятость,Среднее,1,Краснодарский край,18200,18200
0,Бухгалтер,Полный рабочий день,Полная занятость,Высшее,3,Волгоградская область,32000,28000
1,контролер билетов,Полный рабочий день,Полная занятость,Не указано,0,Волгоградская область,17000,16500
2,Инструктор-методист по адаптивной физической культуре,Полный рабочий день,Полная занятость,Высшее,0,Волгоградская область,25000,25000
0,Логопед,Полный рабочий день,Полная занятость,Высшее,0,Волгоградская область,30000,25000
1,Логопед,Полный рабочий день,Полная занятость,Высшее,0,Волгоградская область,30000,25000
2,санитар,Полный рабочий день,Полная занятость,Не указано,0,Марий Эл республика,0,16242
0,ведущий инженер отк,Полный рабочий день,Полная занятость,Высшее,1,Курская область,69600,0
1,Кассир,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Московская область,0,40000
2,Менеджер по марктетингу,Полный рабочий день,Полная занятость,Высшее,0,Ставропольский край,50000,50000
0,Гальваник,Полный рабочий день,Полная занятость,Не указано,0,Курская область,29500,0
1,водитель автомобиля УРАЛ-вахта,Вахтовый метод,Полная занятость,Среднее,2,Ямало-Ненецкий автономный округ,126000,120000
2,Моторист ЦА,Вахтовый метод,Полная занятость,Среднее профессиональное,5,Саха /Якутия/ республика,0,190580
0,МАСТЕР ПРОИЗВОДСТВА ЖБИ,Сменный график,Полная занятость,Среднее профессиональное,3,Московская область,70000,65000
1,Слесарь-электрик по ремонту электрооборудования,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Ленинградская область,60000,55000
2,Слесарь-ремонтник (ремонт машин и оборудования различного назначения),Полный рабочий день,Временная,Среднее профессиональное,1,г Санкт-Петербург,70000,65000
0,Сборщик мебели,Полный рабочий день,Полная занятость,Среднее общее,2,Ленинградская область,0,30000
1,Мастер,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Ленинградская область,0,45000
2,Менеджер отдела,Сменный график,Полная занятость,Среднее профессиональное,0,Ленинградская область,0,30000
0,Врач физической и реабилитационной медицины,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
1,Рентгенолаборант,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
2,медицинская сестра по физиотерапии,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
0,Врач функциональной диагностики диагностики,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
1,медицинская сестра по медицинской реабилитации,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
2,Врач-статистик,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
0,Медицинская сестра по функциональной диагностике,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
1,бригадир цеха животноводства,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Ленинградская область,0,48000
2,врач-терапевт участковый,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,70000
0,Медицинский статистик,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
1,Врач-пульмонолог,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
2,Врач-инфекционист,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
0,врач-ревматолог,Сменный график,Полная занятость,Высшее,0,г Санкт-Петербург,0,60000
1,Медицинская сестра перевязочной,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,0,40000
2,слесарь по ремонту и обслуживанию систем вентиляции и кондиционирования,Сменный график,Полная занятость,Не указано,1,Удмуртская республика,0,30000
0,водитель -экспедитор,Полный рабочий день,Полная занятость,Не указано,3,Ростовская область,50000,35000
1,Токарь,Полный рабочий день,Полная занятость,Среднее профессиональное,3,г Санкт-Петербург,150000,100000
2,инженер,Полный рабочий день,Полная занятость,Высшее,5,Московская область,100000,100000
0,Главный бухгалтер,Полный рабочий день,Полная занятость,Не указано,2,Удмуртская республика,0,50000
1,Инженер ПТО (Вентиляция),Полный рабочий день,Полная занятость,Высшее,3,г Санкт-Петербург,100000,100000
2,"Инженер ПТО (Электрика, Слаботочные системы)",Полный рабочий день,Полная занятость,Высшее,3,г Санкт-Петербург,100000,100000
0,воспитатель,Сменный график,Полная занятость,Не указано,0,Тверская область,26000,26000
1,"Инженер-программист (С, embedded)",Полный рабочий день,Полная занятость,Высшее,3,г Санкт-Петербург,150000,95000
2,дворник,Полный рабочий день,Полная занятость,Не указано,0,Тверская область,16242,16242
0,Сантехник,Полный рабочий день,Полная занятость,Среднее профессиональное,3,г Москва,55000,55000
1,Животновод,Полный рабочий день,Полная занятость,Не указано,0,Липецкая область,30000,29000
2,Костюмер,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Ростовская область,0,25000
0,Слесарь-сантехник,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,21200
1,Сторож,Сменный график,Полная занятость,Не указано,0,Нижегородская область,0,21200
2,Дворник,Гибкий график,Полная занятость,Не указано,0,Нижегородская область,0,20200
0,"Резчик на пилах, ножовках и станках",Сменный график,Полная занятость,Среднее профессиональное,0,Удмуртская республика,0,49000
1,Сварщик ВОЛС,Полный рабочий день,Полная занятость,Не указано,0,Владимирская область,0,38500
2,Режиссер,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Ростовская область,0,16242
0,главный специалист,Полный рабочий день,Полная занятость,Не указано,0,Чеченская республика,0,25155
1,Специалист по документообороту,Полный рабочий день,Полная занятость,Высшее,1,г Санкт-Петербург,0,65000
2,Монтажник каркасно-обшивных конструкций,Полный рабочий день,Полная занятость,Не указано,0,Ростовская область,80000,40000
0,разнорабочий,Полный рабочий день,Полная занятость,Не указано,0,Калининградская область,0,22000
1,санитарка,Полный рабочий день,Полная занятость,Среднее,0,Тверская область,0,32000
2,Кухонный рабочий,Сменный график,Полная занятость,Не указано,0,Тверская область,0,16242
0,Повар,Сменный график,Полная занятость,Не указано,0,Тверская область,0,20000
1,оператор стиральных машин,Полный рабочий день,Полная занятость,Не указано,0,Тверская область,0,16242
2,оператор производственной линии,Сменный график,Полная занятость,Не указано,0,Липецкая область,40000,40000
0,Приготовитель растворов и смесей,Сменный график,Полная занятость,Среднее профессиональное,1,Удмуртская республика,0,38000
1,Заведующий хранилищем,Полный рабочий день,Полная занятость,Высшее,0,Брянская область,16242,16242
2,Шлифовщик,Полный рабочий день,Полная занятость,Не указано,0,Ставропольский край,50000,40000
0,электрослесарь дежурный и по ремонту оборудования,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Курская область,0,45000
1,Заведующая производством,Полный рабочий день,Полная занятость,Не указано,3,Смоленская область,50000,35000
2,Технолог пищевой и перерабатывающей промышленности,Полный рабочий день,Полная занятость,Не указано,3,Смоленская область,21000,20000
0,подсобный рабочий,Неполный рабочий день,Временная,Не указано,0,Тульская область,4413,4413
1,Слесарь-сантехник,Полный рабочий день,Полная занятость,Не указано,1,Мурманская область,0,40000
2,Инженер по ремонту и тех.надзору,Полный рабочий день,Полная занятость,Не указано,0,Мурманская область,50000,0
0,Главный инженер (ЖКХ),Полный рабочий день,Полная занятость,Высшее,3,Мурманская область,60000,0
1,Музыкальный руководитель,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Московская область,29385,20000
2,Воспитатель,Сменный график,Полная занятость,Среднее профессиональное,1,Московская область,29385,20000
0,учитель-дефектолог,Неполный рабочий день,Частичная занятость,Высшее,0,Белгородская область,0,16242
1,Заместитель директора по УВР,Полный рабочий день,Полная занятость,Не указано,5,Курская область,0,23400
2,Рабочий по комплесному обслуживанию зданий,Полный рабочий день,Полная занятость,Не указано,3,Курская область,16242,16242
0,продавец,Гибкий график,Полная занятость,Не указано,0,Воронежская область,0,0
1,Библиотекарь,Полный рабочий день,Полная занятость,Не указано,0,Мурманская область,40000,35000
2,Консультант отдела претензионно-исковой работы,Полный рабочий день,Полная занятость,Высшее,0,Вологодская область,42000,39000
0,Учитель чеченского языка и литературы,Полный рабочий день,Полная занятость,Высшее,3,Чеченская республика,30000,25000
1,Технолог,Сменный график,Полная занятость,Высшее,3,Нижегородская область,0,66000
2,Врач-терапевт участковый,Полный рабочий день,Полная занятость,Высшее,5,Архангельская область,60000,52000
0,Делопроизводитель,Полный рабочий день,Полная занятость,Не указано,0,Мордовия республика,0,17239
1,Врач-оториноларинголог,Полный рабочий день,Полная занятость,Высшее,0,Калужская область,20000,16242
2,Мойщик посуды,Сменный график,Полная занятость,Не указано,0,Краснодарский край,18200,18200
0,педиатр - отделения,Полный рабочий день,Полная занятость,Высшее,0,Архангельская область,70000,50857
1,Врач-терапевт участковый,Полный рабочий день,Полная занятость,Высшее,5,Архангельская область,72000,55000
2,Помощник повара,Сменный график,Полная занятость,Не указано,0,Краснодарский край,18200,18200
0,Бурильщик колтюбинговой установки,Вахтовый метод,Полная занятость,Среднее профессиональное,3,Астраханская область,0,170000
1,врач-психиатр,Полный рабочий день,Полная занятость,Высшее,0,Архангельская область,55000,42000
2,Водитель погрузчика,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Нижегородская область,90000,70000
0,уборщик территории,Полный рабочий день,Полная занятость,Среднее,0,г Санкт-Петербург,23500,23500
1,кухонный рабочий,Неполный рабочий день,Частичная занятость,Не указано,0,Ленинградская область,0,11750
2,воспитатель,Сменный график,Полная занятость,Среднее профессиональное,0,г Санкт-Петербург,52000,34000
0,Диспетчер,Вахтовый метод,Полная занятость,Среднее,5,Ханты-Мансийский Автономный округ - Югра автономный округ,140000,125000
1,Диспетчер,Вахтовый метод,Полная занятость,Среднее,5,Ханты-Мансийский Автономный округ - Югра автономный округ,140000,125000
2,Диспетчер,Вахтовый метод,Полная занятость,Среднее,5,Ханты-Мансийский Автономный округ - Югра автономный округ,140000,125000
0,Полицейский в конную полицию,Гибкий график,Полная занятость,Среднее,от 0,г Москва,130000,105000
1,Слесарь,Полный рабочий день,Полная занятость,Среднее,от 0,г Москва,0,90000
2,Фармацевт,Сменный график,Полная занятость,Не указано,0,Ставропольский край,0,30000
0,Слесарь по ремонту грузовых автомобилей,Вахтовый метод,Полная занятость,Среднее,4,Ханты-Мансийский Автономный округ - Югра автономный округ,124000,110000
1,Менеджер-администратор на выставку,Полный рабочий день,Полная занятость,Среднее,от 0,Свердловская область,110000,60000
2,Руководитель проектов по продажам натурального камня,Полный рабочий день,Полная занятость,Высшее,5,г Москва,590000,150000
0,Су-шеф,Полный рабочий день,Полная занятость,Среднее,от 0,Пермский край,70000,50000
1,"Начальник смены, мастер участка",Полный рабочий день,Полная занятость,Среднее,4,Челябинская область,80000,50000
2,Водитель кат.С (вахтовый метод),Вахтовый метод,Полная занятость,Среднее,1,Нижегородская область,0,65000
0,Грузчик,Сменный график,Полная занятость,Не указано,0,г Москва,47250,47250
1,Бариста,Полный рабочий день,Полная занятость,Среднее,от 0,Новосибирская область,45000,45000
2,Главный бухгалтер рабочей группы,Полный рабочий день,Удаленная,Высшее,5,г Санкт-Петербург,100000,0
0,Машинист ППДУ,Вахтовый метод,Полная занятость,Среднее,3,Ямало-Ненецкий автономный округ,0,194000
1,Кухонный рабочий,Гибкий график,Полная занятость,Не указано,0,Московская область,0,28000
2,Электрогазосварщик,Полный рабочий день,Полная занятость,Среднее профессиональное,5,Нижегородская область,0,40000
0,Мастер строительных и монтажных работ,Полный рабочий день,Полная занятость,Не указано,1,Нижегородская область,0,50000
1,помощник воспитателя,Полный рабочий день,Полная занятость,Среднее общее,0,Краснодарский край,16242,16242
2,старшая медицинская сестра,Неполный рабочий день,Частичная занятость,Среднее профессиональное,0,Краснодарский край,16242,16242
0,Раскройщик,Полный рабочий день,Полная занятость,Среднее,1,Кировская область,0,28500
1,уборщик территории,Полный рабочий день,Полная занятость,Среднее,0,Московская область,0,30000
2,Инженер производственно-технического отдела,Полный рабочий день,Полная занятость,Высшее,3,Нижегородская область,0,42110
0,кладовщик,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Челябинская область,25000,22000
1,Охрана в университет,Вахтовый метод,Временная,Не указано,0,Астраханская область,20000,15000
2,Сторож,Полный рабочий день,Полная занятость,Не указано,0,Астраханская область,21500,16500
0,Бухгалтер,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Астраханская область,25000,23000
1,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,25000,17000
2,Сторож,Полный рабочий день,Полная занятость,Не указано,0,Астраханская область,20000,17300
0,Охранник,Полный рабочий день,Полная занятость,Не указано,0,Астраханская область,20000,16500
1,Делопроизводитель,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Астраханская область,25000,23000
2,Охранник в Верхнекалиновский,Сменный график,Полная занятость,Не указано,0,Астраханская область,25000,18000
0,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,25000,15279
1,Охранник,Сменный график,Полная занятость,Среднее,0,Астраханская область,18000,14000
2,Охранник,Сменный график,Полная занятость,Среднее,0,Астраханская область,23000,16300
0,Охранник,Сменный график,Полная занятость,Среднее,0,Астраханская область,23000,16300
1,охранник,Сменный график,Полная занятость,Не указано,0,Астраханская область,20000,17000
2,Охранник,Сменный график,Полная занятость,Среднее,0,Астраханская область,25000,20000
0,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,20000,16500
1,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,20000,16300
2,Юрист,Полный рабочий день,Полная занятость,Среднее,0,Астраханская область,25000,23000
0,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,25000,17000
1,охранник,Сменный график,Полная занятость,Не указано,0,Астраханская область,21000,17000
2,Охранник,Сменный график,Полная занятость,Среднее,0,Астраханская область,23000,15500
0,Охранник,Ненормированный рабочий день,Полная занятость,Среднее,0,Астраханская область,22000,18000
1,Сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Астраханская область,20000,17000
2,Сторож (вахтер),Полный рабочий день,Полная занятость,Среднее,0,Астраханская область,18000,16300
0,Оператор видеозаписи,Полный рабочий день,Полная занятость,Не указано,0,Астраханская область,21500,16500
1,Оператор видеозаписи,Сменный график,Полная занятость,Среднее,0,Астраханская область,21500,16500
2,делопроизводитель,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Ленинградская область,0,50000
0,Сварщик на полуавтомат,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Марий Эл республика,0,90000
1,уборщик территории,Полный рабочий день,Полная занятость,Не указано,0,Воронежская область,0,28700
2,Контрактный управляющий,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Волгоградская область,40000,36000
0,"секретарь, офис-менеджер",Полный рабочий день,Полная занятость,Среднее профессиональное,3,г Санкт-Петербург,50000,45000
1,Механик ДВС,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Мурманская область,0,70000
2,Фельдшер,Полный рабочий день,Полная занятость,Не указано,0,Татарстан республика,0,29919
0,педагог-психолог,Неполный рабочий день,Полная занятость,Высшее,0,Кировская область,0,18679
1,Комплектовщик товаров,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,85000,69000
2,уборщик служебных помещений,Полный рабочий день,Полная занятость,Не указано,0,Рязанская область,15628,15628
0,Повар,Сменный график,Полная занятость,Среднее профессиональное,3,Краснодарский край,50000,35000
1,Сортировщик,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,45000,35000
2,Конструктор,Полный рабочий день,Полная занятость,Не указано,3,г Санкт-Петербург,0,95000
0,художественный руководитель,Неполный рабочий день,Частичная занятость,Среднее профессиональное,0,Дагестан республика,13890,9269
1,Диспетчер,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,55000,45000
2,Повар универсал,Сменный график,Полная занятость,Среднее профессиональное,1,г Москва,0,63000
0,заведующий филиалом,Неполный рабочий день,Частичная занятость,Высшее,3,Дагестан республика,16242,10425
1,Слесарь по ремонту автомобилей,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,55000,45000
2,уборщик служебных помещений,Неполный рабочий день,Частичная занятость,Не указано,0,Дагестан республика,16242,8121
0,Оператор моечной установки,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,45000,35000
1,Специалист по закупкам,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Калужская область,20000,18000
2,Подсобный рабочий,Неполный рабочий день,Полная занятость,Среднее,0,Нижегородская область,0,30000
0,Водитель автомобиля,Сменный график,Полная занятость,Не указано,0,Нижегородская область,0,40000
1,Литейщик пластмасс,Сменный график,Полная занятость,Среднее,0,Нижегородская область,0,45000
2,Модельщик стеклопластиков,Сменный график,Полная занятость,Среднее,0,Нижегородская область,0,45000
0,учитель русского языка и литературы,Полный рабочий день,Полная занятость,Высшее,0,Новгородская область,25000,20000
1,Наладчик технологического оборудования,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Тверская область,75000,23000
2,учитель английского языка,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Новгородская область,25000,20000
0,Подсобный рабочий,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,16242
1,Инженер ОТК,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Нижегородская область,0,20000
2,Слесарь-ремонтник,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,32000
0,Фармацевт,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Московская область,0,20000
1,Бухгалтер,Полный рабочий день,Полная занятость,Не указано,0,Кировская область,0,23000
2,Сортировщик отливок,Сменный график,Полная занятость,Среднее,0,Ростовская область,46011,46011
0,повар,Сменный график,Полная занятость,Не указано,0,Ненецкий автономный округ,50544,50000
1,Специалист службы качества(контролер ОТК),Сменный график,Полная занятость,Среднее профессиональное,1,Ростовская область,44201,44201
2,Слесарь механосборочных работ,Сменный график,Полная занятость,Среднее профессиональное,3,Ростовская область,40600,40600
0,уборщик производственных и служебных помещений,Полный рабочий день,Полная занятость,Не указано,0,Волгоградская область,20000,19300
1,врач-оториноларинголог,Полный рабочий день,Полная занятость,Высшее,0,Московская область,0,50000
2,преподаватель,Полный рабочий день,Полная занятость,Высшее,0,Карелия республика,30000,30000
0,Специалист,Полный рабочий день,Полная занятость,Высшее,0,Ярославская область,0,30000
1,Врач-терапевт участковый,Полный рабочий день,Полная занятость,Высшее,0,Московская область,0,92000
2,Фрезеровщик,Полный рабочий день,Полная занятость,Среднее профессиональное,1,Орловская область,0,45000
0,Кассир,Сменный график,Полная занятость,Не указано,0,г Москва,50000,50000
1,Штукатур,Ненормированный рабочий день,Полная занятость,Не указано,0,Ивановская область,0,25000
2,врач общей практики (семейный врач),Полный рабочий день,Полная занятость,Не указано,0,Московская область,0,92000
0,Подсобный рабочий на лесозаготовках,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,100000
1,учитель музыки,Полный рабочий день,Полная занятость,Высшее,0,Воронежская область,16242,16242
2,Начальник производства,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Нижегородская область,0,20000
0,Вальщик леса,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,100000
1,Водитель камаза,Полный рабочий день,Полная занятость,Не указано,0,Нижегородская область,0,30000
2,Медицинская сестра кабинета,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Московская область,0,35000
0,Старший инспектор управления сельскохозяйственного производства,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Вологодская область,31000,30000
1,Штамповщик,Полный рабочий день,Полная занятость,Среднее,0,Нижегородская область,50000,35000
2,Врач по санитарно-гигиеническим лабораторным исследованиям,Неполный рабочий день,Полная занятость,Высшее,0,Адыгея республика,35000,35000
0,Медицинский лабораторный техник,Неполный рабочий день,Полная занятость,Среднее профессиональное,0,Адыгея республика,25000,25000
1,лаборант клинико-диагностической лаборатории,Полный рабочий день,Полная занятость,Не указано,0,Московская область,30000,20000
2,Продавец непродовольственных товаров,Сменный график,Полная занятость,Высшее,3,Ульяновская область,38000,36000
0,Администратор гостиницы,Полный рабочий день,Полная занятость,Не указано,0,г Санкт-Петербург,0,45000
1,Ночной официант,Сменный график,Полная занятость,Не указано,0,г Санкт-Петербург,0,45281
2,Старший администратор,Полный рабочий день,Полная занятость,Не указано,1,г Санкт-Петербург,0,52148
0,Механик автомобильной колонны,Полный рабочий день,Полная занятость,Среднее профессиональное,2,Краснодарский край,0,17055
1,Уборщица,Ненормированный рабочий день,Частичная занятость,Не указано,0,Рязанская область,20000,3500
2,врач ультразвуковой диагностики,Полный рабочий день,Полная занятость,Не указано,0,Московская область,0,50000
0,финансовый директор (заместитель директора по финансам),Полный рабочий день,Полная занятость,Не указано,5,г Москва,100000,80000
1,оператор-кассир АЗК № 109,Сменный график,Полная занятость,Среднее,0,Ставропольский край,0,40403
2,Помощник врача,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Адыгея республика,25000,25000
0,Специалист по сервисному обслуживанию техники,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Кировская область,0,50000
1,сторож (вахтер),Сменный график,Полная занятость,Среднее,0,Кировская область,0,18679
2,Кладовщик,Полный рабочий день,Полная занятость,Не указано,0,Кировская область,0,25000
0,Рабочий по комплексному обслуживанию и ремонту зданий,Полный рабочий день,Полная занятость,Не указано,0,Орловская область,35000,30000
1,Повар,Сменный график,Полная занятость,Среднее профессиональное,0,Псковская область,0,30000
2,Закройщик,Сменный график,Полная занятость,Среднее профессиональное,5,Тульская область,25000,22300
0,Электромеханик,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Московская область,0,50000
1,лесовод 4 разряда,Ненормированный рабочий день,Полная занятость,Среднее,0,Кировская область,25500,20400
2,Сборщик изделий из древесины,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Новгородская область,0,30000
0,Водитель автобуса,Полный рабочий день,Полная занятость,Среднее,0,Тамбовская область,0,40000
1,Станочник деревообрабатывающих станков,Полный рабочий день,Полная занятость,Среднее профессиональное,0,Новгородская область,35000,35000
2,Швея,Полный рабочий день,Полная занятость,Не указано,0,Ленинградская область,50000,30000
0,Грузчик,Полный рабочий день,Полная занятость,Среднее,0,г Санкт-Петербург,0,30000
1,продавец продовольственных товаров,Полный рабочий день,Полная занятость,Не указано,0,Краснодарский край,17100,17100
2,Сиделка(помощник по уходу),Полный рабочий день,Полная занятость,Среднее,1,Московская область,0,35000
0,Техник ВЦ,Полный рабочий день,Полная занятость,Среднее профессиональное,3,Ульяновская область,23101,16242
1,"Преподаватель, концертмейстер по классу фортепиано",Полный рабочий день,Полная занятость,Среднее профессиональное,0,Ульяновская область,35919,16242
2,Преподаватель теоретических дисциплин,Полный рабочий день,Полная занятость,Высшее,0,Ульяновская область,35919,16242
0,Швея по пошиву постельного белья,Полный рабочий день,Полная занятость,Не указано,1,Московская область,0,30000
1,Швея универсал,Полный рабочий день,Полная занятость,Не указано,1,Московская область,0,30000
2,кухонный рабочий,Сменный график,Полная занятость,Не указано,0,Кировская область,0,25000
0,Оператор ПК ЛВИ,Сменный график,Полная занятость,Не указано,1,Башкортостан республика,32000,32000
1,Грузчик (Октябрьский),Полный рабочий день,Полная занятость,Не указано,0,Башкортостан республика,0,40000
2,Торговый представитель бытовой химии,Полный рабочий день,Полная занятость,Не указано,1,Башкортостан республика,50000,25000
0,Грузчик,Сменный график,Полная занятость,Не указано,0,Башкортостан республика,40000,35000
1,Торговый представитель,Полный рабочий день,Полная занятость,Среднее,1,Башкортостан республика,0,40000
2,Грузчик (Нефтекамск),Полный рабочий день,Полная занятость,Не указано,0,Башкортостан республика,45000,40000
